Rua,Presença,Luminosidade,Ruído,Denúncias_Recentes,Classificação
Rua 81,3,9.819961655056918,0.0,10,Muito Perigosa
Rua 82,7,16.177536438204587,76.9160696954264,0,Segura
Rua 83,5,82.38301246520997,29.896905428866518,10,Muito Perigosa
Rua 84,7,99.47791282049916,28.03754783524183,7,Perigosa
Rua 85,4,29.691255878190514,24.098962021673632,10,Muito Perigosa
Rua 86,8,58.132662386685965,28.768743706802617,3,Segura
Rua 87,5,3.593883798897435,27.917249425733626,2,Segura
Rua 88,0,47.74835203858765,0.0,3,Muito Perigosa
Rua 89,7,41.056606717968535,2.5164184627702397,0,Segura
Rua 90,5,31.05928362546627,43.133842372413945,6,Perigosa
Rua 91,3,61.86783867519202,0.0,10,Muito Perigosa
Rua 92,6,89.04995189025857,56.3273998170416,10,Muito Perigosa
Rua 93,1,5.3204691785583735,0.0,0,Muito Perigosa
Rua 94,2,34.72045987089951,0.0,4,Segura
Rua 95,1,33.7718043962304,0.0,5,Muito Perigosa
Rua 96,5,25.81175222013884,28.485299511571768,1,Segura
Rua 97,2,56.9253552308557,0.0,8,Perigosa
Rua 98,5,73.39293948295943,16.201776628247835,0,Segura
Rua 99,0,40.25188378040646,0.0,6,Muito Perigosa
Rua 100,6,47.24910445545494,36.58420084092097,1,Segura
Rua 101,6,30.332195920975945,11.081851052725352,4,Segura
Rua 102,4,63.26600326366616,24.994971299588528,5,Segura
Rua 103,4,21.377234633853416,79.60334059186938,7,Perigosa
Rua 104,7,30.812304558989332,38.10343613675901,1,Segura
Rua 105,5,14.748663051436528,65.2124735384729,0,Segura
Rua 106,5,67.81516824148366,47.10016887320365,6,Perigosa
Rua 107,3,22.696916003837153,0.0,2,Segura
Rua 108,6,55.33800943522028,37.76532289418066,3,Segura
Rua 109,4,80.78463655852062,49.002042942348524,4,Segura
Rua 110,2,86.06370132364958,0.0,9,Muito Perigosa
Rua 111,6,38.509388153350834,39.41487170332666,2,Segura
Rua 112,1,47.71658787861824,0.0,4,Muito Perigosa
Rua 113,5,87.58748544288419,53.754503731467125,5,Segura
Rua 114,8,99.6452959509408,23.61336916088669,0,Segura
Rua 115,3,87.73938558325786,0.0,1,Segura
Rua 116,2,49.107893033930075,0.0,10,Muito Perigosa
Rua 117,3,23.62700029998517,0.0,10,Muito Perigosa
Rua 118,1,71.43507814373503,0.0,4,Muito Perigosa
Rua 119,4,47.25086846615207,29.47982108815951,5,Segura
Rua 120,2,38.01327509811101,0.0,4,Segura
Rua 121,4,31.930251583251234,40.025196293522356,7,Perigosa
Rua 122,4,0.21374290057357692,33.665888081767704,10,Muito Perigosa
Rua 123,6,53.492946476129724,10.634835108823228,10,Muito Perigosa
Rua 124,6,76.4731441732845,36.59168462134671,6,Perigosa
Rua 125,4,81.24789686567895,42.27731928386311,8,Perigosa
Rua 126,5,42.03959610526932,22.852956248014983,4,Segura
Rua 127,6,33.477322055517156,47.806132036738624,0,Segura
Rua 128,5,17.23534252093557,0.0,3,Segura
Rua 129,7,95.4114390790474,18.3317043454294,7,Perigosa
Rua 130,4,7.5316946799901086,53.423132532354764,6,Muito Perigosa
Rua 131,4,31.351507363902808,10.211749684739985,6,Perigosa
Rua 132,7,78.07161950476743,56.85657514766118,8,Perigosa
Rua 133,7,81.19671841389369,57.735024012900126,7,Perigosa
Rua 134,7,2.2041802782922004,0.0,10,Muito Perigosa
Rua 135,7,14.55488419216211,0.0,8,Muito Perigosa
Rua 136,0,83.26421118853065,0.0,1,Muito Perigosa
Rua 137,2,10.760908822064351,0.0,3,Segura
Rua 138,4,45.08385145956376,0.0,1,Segura
Rua 139,2,19.058907542905835,0.0,0,Segura
Rua 140,2,94.20701925127575,0.0,8,Perigosa
Rua 141,3,24.351964657073346,0.0,2,Segura
Rua 142,3,54.000437643704636,0.0,8,Perigosa
Rua 143,8,56.968650077844394,18.358658498135902,1,Segura
Rua 144,7,43.571326032908274,19.588013224863566,6,Perigosa
Rua 145,6,6.982458158313676,23.818441232284407,3,Segura
Rua 146,6,42.04390896993838,26.53462006156694,0,Segura
Rua 147,5,38.70703433926778,18.887257921047226,7,Perigosa
Rua 148,4,67.80678543024493,16.322631329185047,10,Muito Perigosa
Rua 149,6,76.44311181884649,19.244408321400364,4,Segura
Rua 150,5,47.52149042231258,16.04563935154982,2,Segura
Rua 151,6,29.158158529584156,62.85501177879974,3,Segura
Rua 152,2,34.114948777841114,0.0,2,Segura
Rua 153,4,53.39534518805753,56.48688279301808,3,Segura
Rua 154,6,1.3838448619069466,1.1028708261430467,0,Segura
Rua 155,6,0.5045801398253391,53.05959481874693,8,Muito Perigosa
Rua 156,8,47.42685554269263,55.354472070485045,8,Perigosa
Rua 157,3,83.84530667508278,0.0,6,Perigosa
Rua 158,5,2.8878128818170867,50.13210816421079,4,Muito Perigosa
Rua 159,8,6.118403131799766,35.83022074056174,3,Segura
Rua 160,6,49.66156514770284,28.85031159033285,9,Muito Perigosa
Rua 161,6,4.323314293284774,32.5718541015492,3,Segura
Rua 162,5,69.4536171135241,27.024304729104323,10,Muito Perigosa
Rua 163,2,34.76569208501053,0.0,7,Perigosa
Rua 164,7,7.712617581303527,44.37181360125223,6,Muito Perigosa
Rua 165,2,51.18006558244775,0.0,4,Segura
Rua 166,8,19.098248694263688,26.44525069004769,4,Segura
Rua 167,6,29.193327309006744,30.619693236919325,2,Segura
Rua 168,5,66.04875333659758,25.81476608447953,1,Segura
Rua 169,3,29.973771290181993,0.0,2,Segura
Rua 170,5,41.30542593631783,30.50327971279752,6,Perigosa
Rua 171,6,38.462525807094195,45.60576054394502,9,Muito Perigosa
Rua 172,6,42.14050500253646,9.687616847757027,3,Segura
Rua 173,4,1.7229924997296475,72.9739595688841,7,Muito Perigosa
Rua 174,7,86.63790417850689,0.0,3,Muito Perigosa
Rua 175,3,84.30865994245377,0.0,4,Segura
Rua 176,6,31.08371283453135,61.88474215830825,4,Segura
Rua 177,5,19.024312860144544,28.392705466510858,2,Segura
Rua 178,4,14.430582002896564,25.066037095249065,7,Perigosa
Rua 179,1,76.62428212707884,0.0,7,Muito Perigosa
Rua 180,1,69.16387648828895,0.0,5,Muito Perigosa
Rua 181,6,57.46634345236191,16.562447631199134,8,Perigosa
Rua 182,7,40.87170134939723,22.878901216655493,10,Muito Perigosa
Rua 183,4,30.28830251397062,57.71740254065316,9,Muito Perigosa
Rua 184,5,85.43250285312493,13.200352726364532,5,Segura
Rua 185,4,80.07231904228341,34.59168868502591,2,Segura
Rua 186,1,31.16980601700734,0.0,9,Muito Perigosa
Rua 187,0,6.230304602784442,0.0,0,Muito Perigosa
Rua 188,5,48.63840805822962,20.551410740678268,2,Segura
Rua 189,7,60.66204065545858,32.484711318683715,5,Segura
Rua 190,7,68.8009504138784,25.030870478304536,1,Segura
Rua 191,4,68.23028170510426,26.4101432788117,1,Segura
Rua 192,4,62.08655632104679,5.755163507383195,7,Perigosa
Rua 193,4,38.01901173423076,31.545522376629147,2,Segura
Rua 194,8,14.776195913969115,72.18538599793891,3,Segura
Rua 195,6,98.58474576592513,12.542938078195142,1,Segura
Rua 196,2,93.18405634372606,0.0,9,Muito Perigosa
Rua 197,6,3.953772811101075,7.0433757535634385,10,Muito Perigosa
Rua 198,8,15.241692640382642,62.079105688153376,10,Muito Perigosa
Rua 199,3,41.06666839818908,0.0,3,Segura
Rua 200,2,9.36874026091219,0.0,10,Muito Perigosa
Rua 201,7,77.32238810058752,26.220357599905853,4,Segura
Rua 202,6,45.150653868254906,38.64059492677151,9,Muito Perigosa
Rua 203,0,53.35554214298952,0.0,4,Muito Perigosa
Rua 204,6,57.95995001918113,0.0,3,Muito Perigosa
Rua 205,3,78.28209736768532,0.0,8,Perigosa
Rua 206,7,58.62916110375112,49.408944776427816,7,Perigosa
Rua 207,9,72.29512859984817,60.861791478780226,0,Segura
Rua 208,7,49.10178376575597,25.63178467719753,5,Segura
Rua 209,4,39.85208612145277,38.40566040752467,6,Perigosa
Rua 210,6,28.564151348977575,42.343096538130524,7,Perigosa
Rua 211,2,84.32063135710497,0.0,3,Segura
Rua 212,8,83.64096190695757,39.78239729264538,1,Segura
Rua 213,5,62.77984162430089,62.021291944521025,1,Segura
Rua 214,6,22.228522277764817,35.06113132407184,7,Perigosa
Rua 215,8,85.37707605323635,8.671578005806104,0,Segura
Rua 216,6,16.907483515208188,24.891789147737597,1,Segura
Rua 217,3,60.29629085519424,0.0,7,Perigosa
Rua 218,5,6.715178262780408,19.900364576153713,4,Muito Perigosa
Rua 219,2,90.60884736995658,0.0,4,Segura
Rua 220,3,11.856074252422244,0.0,4,Segura
Rua 221,5,49.29171139731368,44.86313358910809,0,Segura
Rua 222,7,89.53413130074959,9.935557764913,6,Perigosa
Rua 223,5,38.13353800278948,44.734115206009704,10,Muito Perigosa
Rua 224,5,5.876364277369128,39.349479853675255,1,Segura
Rua 225,4,36.01294281809214,5.553860891568618,7,Perigosa
Rua 226,3,55.77986591214066,0.0,0,Segura
Rua 227,5,19.30748385537544,45.853491743475885,9,Muito Perigosa
Rua 228,7,89.52967471321891,0.0,4,Muito Perigosa
Rua 229,6,72.7189567499337,13.797890201579424,1,Segura
Rua 230,5,25.75877154358215,28.33611171553444,3,Segura
Rua 231,4,86.81657632379677,29.18876386138288,4,Segura
Rua 232,6,29.12728981595414,24.21898337758072,6,Perigosa
Rua 233,7,97.19051137746786,50.942894890753934,0,Segura
Rua 234,5,69.65889575399706,41.63130836166709,3,Segura
Rua 235,3,64.3813151132288,0.0,4,Segura
Rua 236,5,61.207263457564856,8.437971573823727,6,Perigosa
Rua 237,8,76.61616718400313,0.0,6,Muito Perigosa
Rua 238,7,24.910426844660584,58.871024520014664,8,Perigosa
Rua 239,2,14.05134006224429,0.0,2,Segura
Rua 240,2,63.50495612791036,0.0,4,Segura
Rua 241,4,61.29545592633867,31.78213312848475,2,Segura
Rua 242,1,30.079608728448083,0.0,2,Muito Perigosa
Rua 243,6,65.67678343021055,37.86599343556801,5,Segura
Rua 244,4,71.43960260325068,32.31685592675477,10,Muito Perigosa
Rua 245,3,90.05973057730692,0.0,6,Perigosa
Rua 246,6,8.170790126956028,37.05686932389346,1,Segura
Rua 247,8,95.66018398648136,32.652680988953705,10,Muito Perigosa
Rua 248,5,93.96224942711828,37.4915167804964,7,Perigosa
Rua 249,5,87.03046347988163,66.09249808491212,8,Perigosa
Rua 250,6,39.993931888621134,41.16790050304536,4,Segura
Rua 251,1,63.06124106599468,0.0,5,Muito Perigosa
Rua 252,3,1.3254518554803307,0.0,5,Muito Perigosa
Rua 253,3,93.893270076234,0.0,2,Segura
Rua 254,3,22.664861992782605,0.0,1,Segura
Rua 255,6,91.27788889362206,22.555601492440555,9,Muito Perigosa
Rua 256,6,98.8747523465282,54.6220469655448,2,Segura
Rua 257,3,74.49131713645873,0.0,9,Muito Perigosa
Rua 258,6,96.67719637046747,0.0,6,Muito Perigosa
Rua 259,6,52.04104740888431,43.04643068132317,9,Muito Perigosa
Rua 260,5,43.25977511752367,35.86003645838998,0,Segura
Rua 261,1,25.007718878810504,0.0,4,Muito Perigosa
Rua 262,4,84.14347797219997,45.977091537028045,5,Segura
Rua 263,4,91.24948173493796,30.969014165438693,0,Segura
Rua 264,9,94.30011413082518,0.0,10,Muito Perigosa
Rua 265,9,48.19700190000251,0.0,7,Muito Perigosa
Rua 266,6,30.867823318911793,12.063836183153416,9,Muito Perigosa
Rua 267,4,57.431842981319306,24.65803803852072,5,Segura
Rua 268,3,89.14312852112349,0.0,9,Muito Perigosa
Rua 269,3,48.41547863812746,0.0,0,Segura
Rua 270,2,63.620863885874236,0.0,7,Perigosa
Rua 271,3,19.730897010714088,0.0,3,Segura
Rua 272,3,81.57706206885739,0.0,4,Segura
Rua 273,5,83.12364492943964,45.25289941930778,1,Segura
Rua 274,1,8.816227042093116,0.0,5,Muito Perigosa
Rua 275,2,24.814898138247564,0.0,10,Muito Perigosa
Rua 276,7,18.17141728764814,30.504370207357432,0,Segura
Rua 277,3,79.40320059040776,0.0,1,Segura
Rua 278,5,7.120050801091926,12.29176431449283,1,Segura
Rua 279,2,94.98714709575043,0.0,9,Muito Perigosa
Rua 280,6,99.90709453765349,0.0,4,Muito Perigosa
Rua 281,2,61.9010541358342,0.0,6,Perigosa
Rua 282,6,66.7384152227842,27.365800856876128,0,Segura
Rua 283,4,74.77516638747278,4.655936500244792,5,Segura
Rua 284,4,40.12321407010191,38.77112051450843,0,Segura
Rua 285,5,16.74414433764484,31.038696638190768,1,Segura
Rua 286,6,13.504405387320507,2.410113021159461,0,Segura
Rua 287,5,95.70264201004879,6.134989493153679,9,Muito Perigosa
Rua 288,5,41.89114011913285,30.382296252696108,4,Segura
Rua 289,3,3.855359477925735,0.0,3,Segura
Rua 290,5,26.146743955133743,50.45636060011111,10,Muito Perigosa
Rua 291,6,48.30763977465203,33.002005974705945,5,Segura
Rua 292,3,12.536340549604375,0.0,3,Segura
Rua 293,4,33.64737501451508,0.0,4,Segura
Rua 294,5,43.51075430280571,0.0,4,Segura
Rua 295,2,63.86118161905729,0.0,9,Muito Perigosa
Rua 296,6,18.91839366282363,49.36628875179731,6,Perigosa
Rua 297,3,20.702741116889477,0.0,2,Segura
Rua 298,3,7.659916541123968,0.0,10,Muito Perigosa
Rua 299,2,8.701389945693293,0.0,9,Muito Perigosa
Rua 300,0,65.46976470169894,0.0,8,Muito Perigosa
Rua 301,6,23.96709259344202,58.412916420051445,3,Segura
Rua 302,5,32.42959118479786,3.82406407715726,5,Segura
Rua 303,6,39.614367008331406,21.94971954784444,10,Muito Perigosa
Rua 304,3,18.41843560523109,0.0,6,Perigosa
Rua 305,2,10.52525426777623,0.0,2,Segura
Rua 306,4,97.33692278585798,34.762566586497265,5,Segura
Rua 307,2,48.286448247715164,0.0,2,Segura
Rua 308,4,81.13096978128907,56.11449123818696,2,Segura
Rua 309,8,8.313152524161382,8.209748182537318,3,Segura
Rua 310,5,49.064322455338484,40.28753988153283,1,Segura
Rua 311,4,96.17307085081373,41.01488928226965,10,Muito Perigosa
Rua 312,1,5.137930140225233,0.0,2,Muito Perigosa
Rua 313,5,28.12830444063721,68.71801001854416,4,Segura
Rua 314,4,12.040761475835849,23.567062605859192,7,Perigosa
Rua 315,6,94.47143945175242,0.0,10,Muito Perigosa
Rua 316,6,0.17531437704815245,22.83683013140542,7,Muito Perigosa
Rua 317,9,87.1527885973031,35.604615559420814,1,Segura
Rua 318,4,78.3530786254096,30.199340372270324,1,Segura
Rua 319,6,58.94650477447889,25.88710008807623,6,Perigosa
Rua 320,5,2.7841754158979937,13.552530006423986,7,Muito Perigosa
Rua 321,2,2.158507357176942,0.0,0,Segura
Rua 322,6,6.442429475071288,38.339754861645154,10,Muito Perigosa
Rua 323,5,71.61988031247887,48.028012099076044,0,Segura
Rua 324,3,36.896757370166746,0.0,4,Segura
Rua 325,5,91.43190789686061,47.17707782283272,2,Segura
Rua 326,2,49.77666373265368,0.0,4,Segura
Rua 327,5,86.00688739065956,0.9183307174957811,5,Segura
Rua 328,8,19.882449451372587,1.9809049815103528,4,Segura
Rua 329,4,52.64829072733935,25.906309420434088,8,Perigosa
Rua 330,4,74.2164540385993,51.4964770872691,9,Muito Perigosa
Rua 331,6,55.98041597691812,15.37072360838227,5,Segura
Rua 332,3,9.710792901022302,0.0,5,Muito Perigosa
Rua 333,7,94.18330050749609,40.89065713893605,6,Perigosa
Rua 334,6,58.521863710357906,20.22163081617129,3,Segura
Rua 335,7,79.18566244316922,17.0026526826502,8,Perigosa
Rua 336,6,0.4836323997432168,36.25003812864275,5,Muito Perigosa
Rua 337,4,59.209439642222165,38.98444263855524,9,Muito Perigosa
Rua 338,4,23.294417770014952,99.61357398558795,3,Segura
Rua 339,4,28.189212507671723,0.0,0,Segura
Rua 340,3,52.6161527442891,0.0,1,Segura
Rua 341,6,55.94203863189351,52.33408651410201,5,Segura
Rua 342,4,21.166431682915,12.679763399617158,9,Muito Perigosa
Rua 343,4,84.41715659817719,0.0,4,Segura
Rua 344,6,34.832982996614135,3.4391437374446596,3,Segura
Rua 345,9,78.09744495610711,26.635040518071012,4,Segura
Rua 346,5,77.95276961323377,41.28839628396659,3,Segura
Rua 347,4,19.89217922029115,25.055116634230117,1,Segura
Rua 348,3,36.61138323290203,0.0,0,Segura
Rua 349,4,78.2528390076111,27.790114815042998,10,Muito Perigosa
Rua 350,1,53.10552468181468,0.0,7,Muito Perigosa
Rua 351,5,10.668879181867474,43.20229963940621,7,Perigosa
Rua 352,8,44.301269114600395,11.04121043228757,7,Perigosa
Rua 353,8,23.24834979143573,31.45114168350141,8,Perigosa
Rua 354,3,51.283714693878004,0.0,9,Muito Perigosa
Rua 355,0,41.367362775006825,0.0,3,Muito Perigosa
Rua 356,6,13.460610479193614,33.52106227027937,10,Muito Perigosa
Rua 357,6,29.918125655555738,39.47647552287056,8,Perigosa
Rua 358,3,83.42233980446349,0.0,6,Perigosa
Rua 359,4,15.237287446495163,5.732702316027996,5,Segura
Rua 360,6,92.81286535584789,69.31904414130298,1,Segura
Rua 361,7,79.22398584153905,6.054074904200295,3,Segura
Rua 362,3,35.01487600598722,0.0,7,Perigosa
Rua 363,10,81.16199886058912,70.99723213835978,8,Perigosa
Rua 364,3,81.69884516817912,0.0,10,Muito Perigosa
Rua 365,5,55.991163086288175,60.40229615267427,4,Segura
Rua 366,2,25.60176932152577,0.0,10,Muito Perigosa
Rua 367,4,21.201227792939758,65.55612185872714,10,Muito Perigosa
Rua 368,2,42.732950642905934,0.0,4,Segura
Rua 369,6,47.21249651704099,55.999330187292166,8,Perigosa
Rua 370,1,55.08780575252884,0.0,6,Muito Perigosa
Rua 371,0,51.05076299604499,0.0,5,Muito Perigosa
Rua 372,4,55.23226873939527,30.959793884831246,1,Segura
Rua 373,3,52.55624560800194,0.0,9,Muito Perigosa
Rua 374,4,68.393417202299,13.625777678100569,6,Perigosa
Rua 375,4,71.97017722311301,41.79676891494631,5,Segura
Rua 376,7,78.71479341568015,0.0,6,Muito Perigosa
Rua 377,6,27.052660497095594,10.860871569364821,4,Segura
Rua 378,5,94.60438842166084,38.38943384065378,4,Segura
Rua 379,0,8.893795660704896,0.0,2,Muito Perigosa
Rua 380,3,80.36411902846127,0.0,4,Segura
Rua 381,0,90.90936718857185,0.0,9,Muito Perigosa
Rua 382,3,77.72552567447556,0.0,3,Segura
Rua 383,5,50.263620022480715,13.826193954576734,6,Perigosa
Rua 384,2,3.736805485667105,0.0,5,Muito Perigosa
Rua 385,4,98.20594831139648,59.516941964374794,0,Segura
Rua 386,3,89.19221381096192,0.0,2,Segura
Rua 387,6,66.79262145071102,75.3925899237163,10,Muito Perigosa
Rua 388,3,76.53884540313021,0.0,8,Perigosa
Rua 389,0,55.733628615996764,0.0,3,Muito Perigosa
Rua 390,2,50.24373047156306,0.0,6,Perigosa
Rua 391,7,94.93177035760813,15.066914223333805,10,Muito Perigosa
Rua 392,7,72.54418030720248,37.227768604905464,5,Segura
Rua 393,6,3.7981289069048296,0.0,2,Muito Perigosa
Rua 394,4,70.85970875392464,0.0,2,Segura
Rua 395,1,7.261847715118829,0.0,1,Muito Perigosa
Rua 396,4,75.64199731057457,74.24015320958827,6,Perigosa
Rua 397,4,35.63367322331361,3.7927115016584487,4,Segura
Rua 398,6,56.85146231353799,27.164725837536395,9,Muito Perigosa
Rua 399,5,43.5373193423447,26.349695231609477,10,Muito Perigosa
Rua 400,4,99.08805540980306,24.75023837934271,10,Muito Perigosa
Rua 401,3,87.04072366168414,0.0,1,Segura
Rua 402,8,5.279062892674746,21.83225573554278,3,Segura
Rua 403,3,12.47155645498107,0.0,6,Perigosa
Rua 404,5,2.746849731514278,24.722626987395458,10,Muito Perigosa
Rua 405,4,68.47667895360162,47.026293349972974,1,Segura
Rua 406,4,96.46706636707684,33.129027527688606,0,Segura
Rua 407,3,54.8719592278242,0.0,4,Segura
Rua 408,3,41.66155959986695,0.0,10,Muito Perigosa
Rua 409,7,14.299491172328516,22.70535609004838,4,Segura
Rua 410,7,11.069163800922144,47.81385295131963,2,Segura
Rua 411,5,35.13688715388006,30.14511001209928,3,Segura
Rua 412,5,89.52073959062564,71.90592158886716,10,Muito Perigosa
Rua 413,6,15.430996226002113,6.38860335381343,2,Segura
Rua 414,5,86.71209952477412,28.074384277836362,3,Segura
Rua 415,2,95.73144264858144,0.0,0,Segura
Rua 416,4,18.42108052291229,44.13703522089203,5,Segura
Rua 417,3,87.18056416603083,0.0,5,Segura
Rua 418,7,56.792616709203045,24.25155652761446,8,Perigosa
Rua 419,1,5.828568369512677,0.0,3,Muito Perigosa
Rua 420,2,62.960802407460925,0.0,5,Segura
Rua 421,8,65.67157391766833,68.86187147591271,5,Segura
Rua 422,4,23.318725701458554,26.10903073421772,0,Segura
Rua 423,2,58.337424641002066,0.0,3,Segura
Rua 424,5,44.32417317074576,0.0,4,Segura
Rua 425,5,36.26887890493802,43.27263800065086,3,Segura
Rua 426,4,1.128903543528148,27.520402391221158,2,Segura
Rua 427,3,17.85321428805886,0.0,1,Segura
Rua 428,6,37.927804227810356,47.15991447944387,5,Segura
Rua 429,2,59.02505005825748,0.0,8,Perigosa
Rua 430,7,29.925427812475903,3.903262736308129,1,Segura
Rua 431,6,67.63654462465627,22.315725919082826,5,Segura
Rua 432,3,34.97750668266929,0.0,0,Segura
Rua 433,4,73.44393417442699,16.82474023018831,2,Segura
Rua 434,3,68.83579747155902,0.0,3,Segura
Rua 435,3,56.551673931436184,0.0,4,Segura
Rua 436,6,5.116865569643503,34.261045261617795,6,Muito Perigosa
Rua 437,3,39.77968899343555,0.0,2,Segura
Rua 438,3,54.83179024223001,0.0,9,Muito Perigosa
Rua 439,7,9.526885686828013,33.10291733702372,1,Segura
Rua 440,2,55.477612895060616,0.0,2,Segura
Rua 441,4,43.129367717118704,32.89733100557848,0,Segura
Rua 442,2,10.427450467261611,0.0,3,Segura
Rua 443,5,32.405946785790505,42.927149736016354,2,Segura
Rua 444,6,32.42706376612476,40.85659177049512,4,Segura
Rua 445,5,79.82990693946799,20.993362408473814,9,Muito Perigosa
Rua 446,8,29.74005182947228,35.01803219752968,0,Segura
Rua 447,4,55.77705152132083,35.983316305823145,1,Segura
Rua 448,6,53.393740295663775,0.0,1,Muito Perigosa
Rua 449,4,88.75874585356961,36.4621169512387,3,Segura
Rua 450,4,36.17730654151893,16.45781794910277,1,Segura
Rua 451,7,27.17743784481741,23.323366408034317,9,Muito Perigosa
Rua 452,6,2.1194610359223764,53.64529604057854,4,Muito Perigosa
Rua 453,4,72.83997634638023,11.815624956972567,0,Segura
Rua 454,6,79.28517637561173,46.57575984607543,1,Segura
Rua 455,5,51.84028956467424,24.348493456400348,4,Segura
Rua 456,5,46.23900553868571,24.42547353695246,1,Segura
Rua 457,2,10.84003147281577,0.0,3,Segura
Rua 458,5,35.39344451898591,0.0,6,Perigosa
